name,title,male,culture,date_of_birth,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,mother_is_alive,father_is_alive,heir_is_alive,spouse_is_alive,married,nobility,age,number_of_dead_relations,child_of
Penny Jenny,,0,,,,,,,,0,0,0,0,0,,,,,0,0,,0,
Penny,,0,,281.0,,,,Second Sons,,0,0,1,0,1,,,,,0,0,24.0,0,
Perros Blackmont,,1,Dornish,,,,,House Blackmont,,0,0,1,1,0,,,,,0,0,,0,
Perwyn Osgrey,Coldmoat,0,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,1,,0,
Peter Plumm,Ser,1,,,,,,House Plumm,,0,0,1,1,0,,,,,0,1,,0,
Plummer,Ashford,0,,,,,,House Ashford,,0,0,0,0,0,,,,,0,1,,0,
Poetess,,0,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,
Pollitor,Wisdom,1,,,,,,Alchemists' Guild,,0,1,0,0,0,,,,,0,1,,0,
Porridge,,1,,,,,,House Baratheon of Dragonstone,,0,0,1,0,0,,,,,0,0,,0,
Porther,,1,northmen,,,,,House Stark,,1,1,0,0,0,,,,,0,0,,0,
Portifer Woodwright,Ser,0,,,,,,,,0,0,0,1,0,,,,,0,1,,0,
Poul Pemford,,1,,,,,,House Pemford,,0,1,0,0,0,,,,,0,0,,0,
Poxy Tym,,1,northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,
Praed,,1,,,,,,,,0,1,0,0,0,,,,,0,0,,0,
Puckens,,0,,,,,,House Lannister,,0,0,0,1,0,,,,,0,0,,0,
Pudding,,0,,,,,,,,0,0,0,0,0,,,,,0,0,,0,
Puddingfoot,,0,,,,,,Brotherhood without banners,,0,0,1,0,0,,,,,0,0,,0,
Qalen,Maester,1,,,,,,House Greyjoy,,0,1,0,1,0,,,,,0,1,,0,
Qarl the Thrall,,0,Ironborn,,,,,,,0,0,0,1,1,,,,,0,0,,0,
Qarl Kenning,,0,Ironborn,,,,,House Kenning of Harlaw,,0,0,0,0,1,,,,,0,0,,0,
Qarl Correy,Ser,1,,,,,,House Velaryon,,0,0,0,0,0,,,,,0,1,,0,
Qarl Shepherd,,0,Ironborn,,,,,House Shepherd,,0,0,0,0,1,,,,,0,0,,0,
Qarl Quickaxe,,1,Ironmen,,,,,,,0,0,0,0,1,,,,,0,0,,0,
Qos,Wind Witch,1,,,,,,,,1,0,0,0,0,,,,,0,1,,0,
Quellon Humble,,1,Ironborn,,,,,House Humble,,0,0,0,1,1,,,,,0,0,,0,
Quaro,,0,Dothraki,,,,,,,1,0,0,0,1,,,,,0,0,,0,
Aelinor Penrose,LadyQueen,0,,,,,,House Penrose,Aerys I Targaryen,0,0,0,0,0,,,,0.0,1,1,,0,
Aemon Estermont,Ser,1,Stormlands,,,,,House Estermont,,0,1,1,1,1,,,,,0,1,,0,
Aemon Rivers,Ser,1,,,,,,House Frey,,0,1,1,1,0,,,,,0,1,,0,
Aglantine,Septa,0,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,
Aladale Wynch,Ser,1,Ironborn,,,,,House Wynch,,0,1,1,0,0,,,,,0,1,,0,
Albett,,1,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,
Albar Royce,Ser,1,,,,,,House Royce of the Gates of the Moon,,1,1,1,1,1,,,,,0,1,,0,
Alesander Staedmon,Broad Arch,0,,,,,,House Staedmon,,0,1,1,1,0,,,,,0,1,,0,
Alekyne Florent,Brightwater,1,,,,,,House Florent,,0,1,1,1,0,,,,,0,1,,0,
Alesander Frey,,0,,265.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,40.0,0,
Alester Norcross,,1,,290.0,,,,House Norcross,,0,1,1,1,0,,,,,0,0,15.0,0,
Allard Seaworth,Lady Marya,1,,,,,,House Seaworth,,0,1,1,1,1,,,,,0,1,,0,
Allar Deem,,1,,,,,,City Watch of King's Landing,,0,1,0,0,0,,,,,0,0,,0,
Alla Tyrell,,0,,286.0,,,,House Tyrell,,0,0,1,1,1,,,,,0,0,19.0,0,
Alyn Cockshaw,Lord,1,,,,,,House Cockshaw,,0,0,0,0,0,,,,,0,1,,0,
Alyce Graceford,Lady,0,,,,,,House Graceford,,0,0,1,1,1,,,,,0,1,,0,
Alyn Connington,Ser,0,,,,,,House Connington,,0,0,1,1,0,,,,,0,1,,0,
Alyn Ambrose,,1,,,,,,House Ambrose,,0,1,1,1,1,,,,,0,0,,0,
Alyn Estermont,Ser,1,Stormlands,,,,,House Estermont,,0,1,1,1,1,,,,,0,1,,0,
Alyn Stackspear,Ser,0,,,,,,House Stackspear,,1,1,1,1,1,,,,,0,1,,0,
Alyn Frey,,1,,295.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,10.0,0,
Alyn Haigh,,0,,256.0,,,,House Haigh,,0,1,1,1,0,,,,,0,0,49.0,0,
Alysanne Bulwer,Blackcrown,0,,291.0,,,,House Bulwer,,0,0,1,1,1,,,,,0,1,14.0,0,
Alysanne Lefford,Golden Tooth,0,,,,,,House Lefford,,0,0,0,1,1,,,,,0,1,,0,
Alys Frey,,0,,,,,,House Frey,Jared Frey,0,1,1,1,0,,,,0.0,1,0,,0,
Alyssa Blackwood,Lady,0,,,,,,House Blackwood,Walder Frey,0,1,1,1,1,,,,1.0,1,1,,0,
Alyx Frey,,0,,282.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,23.0,0,
Amarei Crakehall,,0,,245.0,,,,House Crakehall,Walder Frey,0,1,1,1,1,,,,1.0,1,0,19.0,0,
Ambrose Butterwell,Whitewalls,1,,160.0,,,,House Butterwell,Lady,0,0,0,0,0,,,,1.0,1,1,100.0,0,
Andar Royce,Ser,1,Valemen,,,,,House Royce,,1,1,1,1,1,,,,,0,1,,0,
Andros Brax,Hornvale,1,,,,,,House Brax,,1,0,1,0,0,,,,,0,1,,0,
Antario Jast,Lord,1,,,,,,House Jast,Lanna Lannister,0,1,1,1,1,,,,1.0,1,1,,0,
Andrew Estermont,Ser,1,,,,,,House Estermont,,0,1,1,1,1,,,,,0,1,,0,
Annara Farring,Lady,0,,,,,,House Farring,Walder Frey,0,1,1,1,1,,,,1.0,1,1,,0,
Ardrian Celtigar,Claw Isle,1,,229.0,,,,House Celtigar,,0,1,1,0,0,,,,,0,1,76.0,0,
Anya Waynwood,Ironoaks,0,,,,,,House Waynwood,,1,1,1,1,1,,,,,0,1,,0,
Androw Frey,,1,,295.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,10.0,0,
Armond Caswell,Bitterbridge,1,,,,,,House Caswell,,0,0,0,0,0,,,,,0,1,,0,
Arthur Ambrose,Lord,1,,,,,,House Ambrose,Alysanne Hightower,0,0,1,1,1,,,,1.0,1,1,,0,
Arthor Karstark,,1,Northmen,,,,,House Karstark,,0,0,0,0,1,,,,,0,0,,0,
Arwyn Frey,,0,,285.0,,,,House Frey,,0,1,1,1,1,,,,,0,0,20.0,0,
Artos Stark,,1,Northmen,,Lorra Royce,Beron Stark,,House Stark,Lysara Karstark,0,1,0,0,1,,,,1.0,1,0,,0,
Arwood Frey,Ser,1,,263.0,,,,House Frey,Ryella Royce,0,1,1,1,0,,,,1.0,1,1,42.0,0,
Lord Ashford,Ashford,1,Reach,,,,,House Ashford,,0,0,0,0,0,,,,,0,1,,0,
Azzak,Cupbearer,0,Ghiscari,,,,,House of Ghazeen,,0,0,0,0,1,,,,,0,1,,0,
Baelor Hightower,Ser,1,,,,,,House Hightower,Rhonda Rowan,0,0,1,1,0,,,,1.0,1,1,,0,
Balman Byrch,Ser,1,,,,,,House Byrch,Falyse Stokeworth,0,0,1,1,1,,,,0.0,1,1,,0,
Barth,Septon,1,,,,,,Faith of the Seven,,0,0,1,1,1,,,,,0,0,,0,
Bayard Norcross,Ser,0,,,,,,House Norcross,,0,0,0,1,1,,,,,0,1,,0,
Bedwyck,,1,,,,,,Night's Watch,,0,1,1,1,1,,,,,0,0,,0,
Barthogan Stark,Winterfell,1,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,1,,0,
Bellena Hawick,,0,,,,,,House Hawick,Hosteen Frey,0,1,1,1,0,,,,1.0,1,0,,0,
Benedar Belmore,Strongsong,1,,,,,,House Belmore,,0,0,0,1,1,,,,,0,1,,0,
Benedict Broom,Ser,0,,,,,,House Broom,,0,1,1,1,1,,,,,0,1,,0,
Bennard Brune,Ser,1,,,,,,House Brune of Brownhollow,,0,0,0,1,0,,,,,0,1,,0,
Benfrey Frey,Ser,1,,271.0,Bethany Rosby,Walder Frey,,House Frey,Jyanna Frey,0,1,1,1,1,,,,1.0,1,1,28.0,0,
Beren Tallhart,,1,Northmen,289.0,,,,House Tallhart,,0,1,1,1,1,,,,,0,0,16.0,0,
Berena Hornwood,,0,Northmen,,,,,House Hornwood,Leobald Tallhart,0,1,1,1,1,,,,0.0,1,0,,0,
Beth Cassel,,0,Northmen,289.0,,,,House Cassel,,1,1,1,1,1,,,,,0,0,16.0,0,
Beron Stark,Winterfell,1,Northmen,,Alys Karstark,Brandon Stark son of Cregan,,House Stark,Lorra Royce,0,1,0,0,0,,,,1.0,1,1,,0,
Bhakaz zo Loraq,Cupbearer,1,Ghiscari,,,,,House of Loraq,,0,0,0,0,1,,,,,0,1,,0,
Bethany Redwyne,Goldengrove,0,,,,,,House Redwyne,Mathis Rowan,1,0,0,0,0,,,,1.0,1,1,,0,
Bethany Rosby,Lady,0,,265.0,,,,House Rosby,Walder Frey,0,1,1,1,1,,,,1.0,1,1,17.0,0,
Black Bernarr,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,
Betharios of Braavos,,0,,,,,,House Frey,Symond Frey,0,1,1,1,0,,,,0.0,1,0,,0,
Boremund Harlaw,Harridan Hill,1,Ironborn,,,,,House Harlaw of Harridan Hill,,0,0,0,1,1,,,,,0,1,,0,
Bradamar Frey,,1,,289.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,16.0,0,
Branston Cuy,Lord of Sunflower Hall,0,,,,,,House Cuy,,0,0,0,1,0,,,,,0,1,,0,
Brandon Tallhart,,1,Northmen,284.0,,,,House Tallhart,,0,1,1,1,1,,,,,0,0,21.0,0,
Bryan Fossoway,Ser,1,,,,,,House Fossoway of Cider Hall,,0,1,0,0,0,,,,,0,1,,0,
Bryan Frey,,1,,281.0,Deana Hardyng,Walton Frey,,House Frey,,0,1,1,1,0,,,,,0,0,24.0,0,
Bryen Farring,,1,,,,,,House Farring,,0,1,1,1,1,,,,,0,0,,0,
Bryen Caron,Lord of the Marches,1,,,,,,House Caron,,0,0,0,0,0,,,,,0,1,,0,
Burton Crakehall,Ser,1,,,,,,House Crakehall,,1,1,1,1,0,,,,,0,1,,0,
Craghas Drahar,,1,Myrish,,,,,Kingdom of the Three Daughters,,0,0,0,0,0,,,,,0,0,,0,
Carolei Waynwood,,0,,,,,,House Waynwood,Geremy Frey,0,1,1,1,0,,,,1.0,1,0,,0,
Lord Caswell,Bitterbridge,1,,,,,,House Caswell,,0,0,0,0,1,,,,,0,1,,0,
Cayn,,1,Northmen,,,,,House Stark,,1,1,0,0,0,,,,,0,0,,0,
Cerenna Lannister,,0,,,Myranda Lefford,Stafford Lannister,,House Lannister,,1,1,1,1,1,,,,,0,0,,0,
Cersei Frey,,0,,292.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,13.0,0,
Chayle,Septon,1,,,,,,,,1,1,1,0,0,,,,,0,0,,0,
Clarent Crakehall,Ser,0,,,,,,House Crakehall,,0,0,0,0,0,,,,,0,1,,0,
Clement Crabb,Ser,1,,,,,,House Crabb,,0,0,0,1,0,,,,,0,1,,0,
Clement Piper,Pinkmaiden,1,Rivermen,,,,,House Piper,,1,0,1,1,1,,,,,0,1,,0,
Cley Cerwyn,Cerwyn,1,Northmen,284.0,,,,House Cerwyn,,0,1,1,1,1,,,,,0,1,15.0,1,
Clubfoot Karl,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,
Conwy,,0,,,,,,Night's Watch,,0,1,1,1,1,,,,,0,0,,0,
Colin Florent,Ser,0,,,,,,House Florent,,0,1,1,1,0,,,,,0,1,,0,
Colmar Frey,,1,,288.0,,,,House Frey,,0,1,1,1,1,,,,,0,0,17.0,0,
Corliss Penny,Ser,0,,,,,,House Penny,,0,0,0,1,1,,,,,0,1,,0,
Creighton Redfort,Ser,0,Valemen,,,,,House Redfort,,0,0,0,1,1,,,,,0,1,,0,
Cuger,,1,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,
Cregan Stark,Winterfell,1,Northmen,,Gilliane Glover,Rickon Stark son of Benjen,,House Stark,Lynara Stark,1,1,0,0,0,,,,1.0,1,1,,0,
Cyrenna Swann,,0,,236.0,,,,House Swann,Walder Frey,0,1,1,1,1,,,,1.0,1,0,13.0,0,
Cynthea Frey,,0,,290.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,15.0,0,
Daegon Shepherd,,0,Ironborn,,,,,House Shepherd,,0,0,0,1,1,,,,,0,0,,0,
Daeron Vaith,Lord of the Red Dunes,0,Dornish,,,,,House Vaith,,0,0,0,1,1,,,,,0,1,,0,
Dafyn Vance,Ser,0,,,,,,House Vance,Maegelle Frey,0,1,1,1,0,,,,1.0,1,1,,0,
Dagon Greyjoy,Lord Reaper of Pyke,1,Ironborn,,,,,House Greyjoy,,0,0,0,1,1,,,,,0,1,,0,
Dalbridge,,1,,254.0,,,,Night's Watch,,0,1,1,1,1,,,,,0,0,45.0,0,
Damon Paege,Ser,1,,,,,,House Paege,,0,1,1,1,0,,,,,0,1,,0,
Damon Shett,Ser,0,,,,,,House Shett of Gull Tower,,0,0,0,1,0,,,,,0,1,,0,
Damon Vypren,Ser,0,,265.0,,,,House Vypren,,0,1,1,1,0,,,,,0,1,40.0,0,
Dancy,,0,,,,,,Chataya's brothel,,0,1,1,1,1,,,,,0,0,,0,
Dareon,,1,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,
Darlessa Marbrand,,0,,,,,,House Marbrand,Tygett Lannister,1,1,1,0,1,,,,1.0,1,0,,0,
Daryn Hornwood,,1,Northmen,,,,,House Hornwood,,1,0,0,0,1,,,,,0,0,,0,
Danwell Frey,Ser,1,,252.0,,,,House Frey,Wynafrei Whent,1,1,1,1,1,,,,1.0,1,1,53.0,0,
Deana Hardyng,,0,,,,,,House Hardyng,Walton Frey,0,1,1,1,0,,,,1.0,1,0,,0,
Delena Florent,,0,,,,,,House Florent,Hosman Norcross,0,1,1,1,0,,,,1.0,1,0,,0,
Della Frey,,0,,296.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,9.0,0,
Delp,,0,,,,,,House Tully,,0,1,1,1,1,,,,,0,0,,0,
Delonne Allyrion,Godsgrace,0,Dornish,,,,,House Allyrion,,0,0,1,1,1,,,,,0,1,,0,
Denys Darklyn,Duskendale,1,,,,,,House Darklyn,Serala,0,0,0,1,0,,,,1.0,1,1,,0,
Denys Arryn,Ser,0,,,,,,House Arryn,,0,0,1,1,0,,,,,0,1,,0,
Dermot,Ser,0,,,,,,House Baratheon of Dragonstone,,0,1,1,1,0,,,,,0,1,,0,
Desmond,,0,,,,,,House Stark,,1,1,0,0,1,,,,,0,0,,0,
Desmond Redwyne,Ser,1,,,,,,House Redwyne,Denyse Hightower,0,0,0,1,0,,,,1.0,1,1,,0,
Deziel Dalt,Knight,1,,,,,,House Dalt,,0,0,1,1,1,,,,,0,1,,0,
Dickon Tarly,,1,,287.0,,,,House Tarly,Eleanor Mooton,1,0,0,1,1,,,,1.0,1,0,18.0,0,
Dickon Frey,,1,,294.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,11.0,0,
Dirk,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,
Dolf,,0,Vale mountain clans,,,,,Stone Crows,,1,1,0,0,1,,,,,0,0,,0,
Donnel Haigh,Ser,1,,255.0,,,,House Haigh,,0,1,1,1,0,,,,,0,1,50.0,0,
Donnel of Duskendale,Ser,1,,,,,,Kingsguard,,0,0,0,1,0,,,,,0,1,,0,
Donnel Locke,Ser,0,,,,,,House Locke,,0,1,1,1,0,,,,,0,1,,0,
Donnel Waynwood,Ser,0,,277.0,,,,House Waynwood,,1,1,1,1,1,,,,,0,1,28.0,0,
Donnor Stark,Winterfell,1,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,1,,0,
Dormund,,1,Free Folk,,,,,,,0,0,1,1,1,,,,,0,0,,0,
Duram Bar Emmon,Sharp Point,0,,284.0,,,,House Bar Emmon,,0,1,1,1,0,,,,,0,1,21.0,0,
Ebben,,1,,,,,,Night's Watch,,0,1,1,1,1,,,,,0,0,,0,
Edderion Stark,King in the North,1,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,1,,0,
Edmyn Tully,Riverrun,1,Rivermen,,,,,House Tully,,1,0,1,0,0,,,,,0,1,,0,
Eddara Tallhart,Lady of Torrhen's Square,0,Northmen,289.0,,,,House Tallhart,,0,1,1,1,1,,,,,0,1,16.0,0,
Edrick Stark,King in the North,1,Northmen,,,,,House Stark,,0,1,0,0,1,,,,,0,1,,0,
Edwyd Fossoway,Ser,1,,,,,,House Fossoway of Cider Hall,,0,1,0,0,0,,,,,0,1,,0,
Edwyn Stark,King in the North,0,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,1,,0,
Edwyle Stark,Winterfell,1,Northmen,,Melantha Blackwood,Willam Stark,,House Stark,Marna Locke,0,1,0,0,0,,,,1.0,1,1,,0,
Elder Brother,Ser,1,,255.0,,,,Faith of the Seven,,0,0,0,1,0,,,,,0,1,50.0,0,
Elbert Arryn,Ser,1,,,,,,House Arryn,,0,1,0,1,0,,,,,0,1,,0,
Eleanor Mooton,,0,,286.0,,,,House Mooton,Dickon Tarly,0,0,0,1,1,,,,1.0,1,0,19.0,0,
Ellery Vance,Ser,1,,,,,,House Vance of Atranta,,0,0,1,1,0,,,,,0,1,,0,
Elron,,0,,,,,,Night's Watch,,0,1,1,1,1,,,,,0,0,,0,
Elinor Tyrell,,0,,286.0,Lia Serry,Theodore Tyrell,,House Tyrell,,0,0,1,1,1,,,,,0,0,19.0,0,
Elmar Frey,,1,,290.0,,,,House Frey,,1,1,1,1,1,,,,,0,0,15.0,0,
Elwood,,0,,,,,,House Tully,,0,0,1,1,1,,,,,0,0,,0,
Elwood Meadows,Grassy Vale,1,Reach,278.0,,,,House Meadows,,0,1,1,1,1,,,,,0,1,27.0,0,
Elyana Vypren,,0,,264.0,,,,House Vypren,Jon Wylde,0,1,1,1,0,,,,1.0,1,0,41.0,0,
Elyn Norridge,,0,,,,,,House Norridge,Luthor Tyrell son of Moryn,0,0,1,1,0,,,,1.0,1,0,,0,
Emberlei Frey,,0,,296.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,9.0,0,
Endrew Tarth,Ser,1,,,,,,House Tarth,,1,1,1,0,0,,,,,0,1,,0,
Eroeh,,0,Lhazareen,,,,,,,1,1,0,0,1,,,,,0,0,,0,
Eon Hunter,Longbow Hall,1,,,,,,House Hunter,,1,1,1,1,1,,,,,0,1,,0,
Ermesande Hayford,Hayford,0,,298.0,,,,House Hayford,Tyrek Lannister,0,1,1,1,1,,,,0.0,1,1,7.0,0,
Erena Glover,,0,Northmen,297.0,,,,House Glover,,0,1,1,1,0,,,,,0,0,8.0,0,
Erren Florent,Ser,1,,,,,,House Florent,,0,1,1,1,0,,,,,0,1,,0,
Eustace Brune,Dyre Den,1,,,,,,House Brune of the Dyre Den,,0,0,0,1,0,,,,,0,1,,0,
Eustace Hunter,Ser,0,,,,,,House Hunter,,0,0,0,1,1,,,,,0,1,,0,
Eyron Stark,King in the North,1,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,1,,0,
Ferrego Antaryon,Sealord,1,Braavosi,,,,,,,0,0,0,1,1,,,,,0,1,,0,
Forley Prester,Ser,1,,,,,,House Prester,,1,1,1,1,0,,,,,0,1,,0,
Franklyn Fowler,Skyreach,1,Dornishmen,,,,,House Fowler,,0,0,0,1,1,,,,,0,1,,0,
Flement Brax,Ser,1,,,,,,House Brax,Morya Frey,1,1,1,1,1,,,,1.0,1,1,,0,
Frenken,Maester,0,,,,,,,,0,1,1,1,1,,,,,0,1,,0,
Franklyn Frey,Ser,1,Rivermen,,,,,House Frey,,0,0,0,0,0,,,,,0,1,,0,
Gareth Clifton,Ser,1,,,,,,House Clifton,Jeyne Farman,0,0,0,1,0,,,,1.0,1,1,,0,
Garrison Prester,Feastfires,1,,,,,,House Prester,,0,0,0,1,1,,,,,0,1,,0,
Garth of Greenaway,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,
Garrett Flowers,,0,,,,,,House Tyrell,,1,1,1,1,1,,,,,0,0,,0,
Garse Goodbrook,Ser,1,,,,,,House Goodbrook,Kyra Frey,0,1,1,1,0,,,,1.0,1,1,,0,
Garse Flowers,,1,,,,,,House Tyrell,,1,1,1,1,1,,,,,0,0,,0,
Garth Greenfield,Knight,0,Westerman,,,,,House Greenfield,,1,0,1,1,1,,,,,0,1,,0,
Garth Greyfeather,,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,
Gawen Swann,Stonehelm,1,,152.0,,,,House Swann,,0,0,0,0,0,,,,,0,1,100.0,0,
Gawen Glover,,1,Northmen,295.0,,,,House Glover,,0,1,1,1,0,,,,,0,0,10.0,0,
Gawen Wylde,Ser,1,,,,,,House Wylde,,0,1,0,0,0,,,,,0,1,,0,
Garth Tyrell,Lord Seneschal,1,,,,,,House Tyrell,,1,1,1,1,1,,,,,0,1,,0,
Gendel,King-Beyond-the-Wall,1,Free Folk,,,,,,,0,1,1,0,0,,,,,0,1,,0,
Gawen Westerling,Crag,1,Westermen,,,,,House Westerling,Sybell Spicer,1,1,1,1,1,,,,1.0,1,1,,0,
Gerald Gower,Ser,0,,,,,,House Gower,,0,0,1,1,1,,,,,0,1,,0,
Gerold Grafton,Gulltown,1,,,,,,House Grafton,,0,0,0,1,1,,,,,0,1,,0,
Gerardys,Grand Maester,1,,,,,,Blacks,,0,0,1,0,0,,,,,0,1,,0,
Gilbert Farring,Ser,1,,,,,,House Farring,,0,0,1,1,1,,,,,0,1,,0,
Glendon Hewett,Ser,1,,,,,,House Hewett,,0,0,1,1,1,,,,,0,1,,0,
Gilwood Hunter,Ser,1,,250.0,,,,House Hunter,,0,0,1,1,1,,,,,0,1,55.0,0,
Godric Borrell,Sweetsister,1,Sistermen,,,,,House Borrell,,0,0,0,1,1,,,,,0,1,,0,
Goodwin,Ser,1,,,,,,House Tarth,,0,0,0,1,0,,,,,0,1,,0,
Gormon Peake,Starpike,1,,,,,,House Peake,,0,0,0,0,0,,,,,0,1,,0,
Gorne,King-Beyond-the-Wall,1,Free Folk,,,,,,,0,1,1,0,0,,,,,0,1,,0,
Gormon Tyrell,Maester,1,,,,,,Citadel,,1,1,1,1,1,,,,,0,1,,0,
Grazdan mo Eraz,,0,Ghiscari,,,,,Wise Masters,,0,0,1,1,1,,,,,0,0,,0,
Grazdan mo Ullhor,Good Master,1,Astapori,,,,,Good Masters,,0,0,1,0,0,,,,,0,1,,0,
Grazdar zo Galare,Cupbearer,1,Ghiscari,,,,,House of Galare,,0,0,0,0,1,,,,,0,1,,0,
Grubbs,,0,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,
Gueren,,1,,,,,,Night's Watch,,1,1,1,1,0,,,,,0,0,,0,
Guncer Sunglass,Sweetport Sound,1,,,,,,House Sunglass,,0,1,1,0,0,,,,,0,1,,0,
Gulian Swann,Stonehelm,1,,259.0,,,,House Swann,,0,1,1,0,0,,,,,0,1,46.0,0,
Guthor Grimm,Lord of Greyshield,1,,,,,,House Grimm,,0,0,0,1,1,,,,,0,1,,0,
Gunthor Hightower,Ser,0,,,,,,House Hightower,Jeyne Fossoway,0,0,0,1,0,,,,1.0,1,1,,0,
Gyldayn,Archmaester,1,,,,,,The Citadel,,0,0,0,0,0,,,,,0,1,,0,
Gwayne Hightower,Ser,1,,88.0,,,,House Hightower,,0,0,0,0,0,,,,,0,1,42.0,0,
Hairy Hal,,0,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,
Hake,,1,,,,,,Night's Watch,,1,1,1,0,0,,,,,0,0,,0,
Halder,,1,,281.0,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,24.0,0,
Hallis Mollen,Winterfell,1,Northmen,,,,,House Mollen,,1,1,1,1,0,,,,,0,1,,0,
Halmon Paege,Ser,1,,,,,,House Paege,,0,1,1,1,1,,,,,0,1,,0,
Harbert,Ser,1,,,,,,House Baratheon,,0,1,0,0,0,,,,,0,1,,0,
Harlan Hunter,Ser,1,,,,,,House Hunter,,1,0,0,1,1,,,,,0,1,,0,
Harlen Tyrell,High Steward of Highgarden,1,Reach,,,,,House Tyrell,,1,0,0,0,0,,,,,0,1,,0,
Harmond Umber,Last Hearth,0,Northmen,,,,,House Umber,,1,0,0,0,0,,,,,0,1,,0,
Harmune,Maester,1,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,1,,0,
Harrold Westerling,Ser,1,Westermen,,,,,House Westerling,,0,0,0,0,0,,,,,0,1,,0,
Harwood Fell,Felwood,1,,,,,,House Fell,,0,0,0,1,1,,,,,0,1,,0,
Harwin Strong,Ser,1,,90.0,,,,House Strong,,0,0,0,0,0,,,,,0,1,30.0,0,
Harwood Stout,Goldgrass,1,Northmen,,,,,House Stout,,0,0,0,1,1,,,,,0,1,,0,
Harys Haigh,Ser,1,,254.0,,,,House Haigh,,0,1,1,1,0,,,,,0,1,51.0,0,
Helman Tallhart,Ser,1,Northmen,,,,,House Tallhart,,1,1,1,1,1,,,,,0,1,,0,
Lord Commander Hoare,Lord Commander of the Night's Watch,1,,,,,,House Hoare,,1,0,0,0,0,,,,,0,1,,0,
Hobber Redwyne,Ser,1,Reach,,Mina Tyrell,Paxter Redwyne,,House Redwyne,,1,1,1,1,1,,,,,0,1,,0,
Hoarfrost Umber,Last Hearth,1,Northmen,,,,,House Umber,,0,0,0,0,1,,,,,0,1,,0,
Hosman Norcross,Ser,1,,,,,,House Norcross,Delena Florent,0,1,1,1,0,,,,1.0,1,1,,0,
Hoster Frey,,1,,287.0,,,,House Frey,,0,1,1,1,0,,,,,0,0,18.0,0,
Horas Redwyne,Ser,1,Reach,,Mina Tyrell,Paxter Redwyne,,House Redwyne,,1,1,1,1,1,,,,,0,1,,0,
Hubard Rambton,Ser,1,,,,,,House Rambton,,0,1,1,0,0,,,,,0,1,,0,
Horton Redfort,Redfort,1,Valemen,,,,,House Redfort,,0,0,1,1,1,,,,,0,1,,0,
Hotho Harlaw,Tower of Glimmering,1,Ironborn,,,,,House Harlaw of the Tower of Glimmering,,0,0,0,1,1,,,,,0,1,,0,
Hugo Wull,Big BucketThe Wull,1,Northern mountain clans,,,,,House Wull,,0,0,0,1,1,,,,,0,1,,0,
Hugor of the Hill,King of the Andals,1,Andals,,,,,,,0,0,0,0,1,,,,,0,1,,0,
Hugo Vance,Ser,1,,,,,,House Vance of Atranta,,0,0,1,1,0,,,,,0,1,,0,
Hullen,Winterfell,1,Northmen,,,,,House Stark,,1,1,1,0,1,,,,,0,1,,0,
Humfrey Beesbury,Ser,1,,,,,,House Beesbury,,0,0,0,0,0,,,,,0,1,,0,
Humfrey Hardyng,Ser,1,,,,,,House Hardyng,,0,0,0,0,0,,,,,0,1,,0,
Humfrey Swyft,Ser,0,,,,,,House Swyft,,0,0,0,1,1,,,,,0,1,,0,
Humfrey Wagstaff,Ser,0,,230.0,,,,House Wagstaff,,0,0,0,1,0,,,,,0,1,75.0,0,
Igon Vyrwel,,0,,,,,,House Vyrwel,,1,1,1,1,1,,,,,0,0,,0,
